from,to,similarity
2,121,0.0
2,122,0.868092293129
2,123,0.892147986773
2,124,0.0898026510134
2,125,0.59624722447
2,126,0.761904761905
2,127,0.170251306152
2,128,0.922490656315
2,129,0.046175709654
2,130,0.0
2,131,0.775101456958
2,132,0.804863587182
2,133,0.768221279597
2,134,0.471495166791
2,135,0.836247777173
2,136,0.924574880514
2,137,0.395284707521
2,138,0.0
2,139,0.853665589837
2,140,0.628618557094
2,141,0.379071252752
2,142,0.661360329143
2,143,0.821156262023
2,144,0.0
2,145,0.0
2,146,0.932282425883
2,147,0.0739221270955
2,148,0.698500698501
2,149,0.643585665596
2,150,0.818926635649
2,151,0.867227382717
2,152,0.958399477188
2,153,0.0
2,154,0.0
3,4,0.815892439831
3,5,0.131590338992
3,6,0.75894663844
3,7,0.426401432711
3,8,0.0
3,9,0.554700196225
3,10,0.755928946018
3,11,0.093250480824
3,12,0.527046276695
3,13,0.0
3,14,0.632455532034
3,15,0.4472135955
3,16,0.190346746907
3,17,0.218217890236
3,18,0.372104203768
3,19,0.929669680201
3,20,0.742307488958
3,21,0.0
3,22,0.943879807449
3,23,0.0
3,24,0.650443635588
3,25,0.0
3,26,0.816496580928
3,27,0.617213399848
3,28,0.0
3,29,0.894427191
3,30,0.316227766017
3,31,0.518475847365
3,32,0.534522483825
3,33,0.0
3,34,0.809039834956
3,35,0.808290376865
3,36,0.75894663844
3,37,0.454369467398
3,38,0.572077553547
3,39,0.744208407535
3,40,0.859202976705
3,41,0.865768079338
3,42,0.180187492539
3,43,0.57868765868
3,44,0.282842712475
3,45,0.471404520791
3,46,0.852802865422
3,47,0.966091783079
3,48,0.0
3,49,0.718795288428
3,50,0.554700196225
3,51,0.0
3,52,0.230940107676
3,53,0.0
3,54,0.0
3,55,0.163299316186
3,56,0.723627226987
3,57,0.0620173672946
3,58,0.22360679775
3,59,0.0
3,60,0.544331053952
3,61,0.882257546513
3,62,0.632455532034
3,63,0.300964632714
3,64,0.385758374905
3,65,0.209656967344
3,66,0.0
3,67,0.0
3,68,0.163299316186
3,69,0.80123361677
3,70,0.647058823529
3,71,0.150755672289
3,72,0.0912870929175
3,73,0.372104203768
3,74,0.0
3,75,0.0
3,76,0.22360679775
3,77,0.908799896648
3,78,0.615881762051
3,79,0.848528137424
3,80,0.0894427191
3,81,0.0
3,82,0.755928946018
3,83,0.0
3,84,0.0
3,85,0.0
3,86,0.0
3,87,0.701793267555
3,88,0.847173742087
3,89,0.870317058654
3,90,0.710818653311
3,91,0.920574617898
3,92,0.676123403783
3,93,0.763516169233
3,94,0.0
3,95,0.855920985022
3,96,0.762770071396
3,97,0.461566331377
3,98,0.0
3,99,0.872871560944
3,100,0.619930419878
3,101,0.615587011251
3,102,0.0
3,103,0.0
3,104,0.0
3,105,0.0
3,106,0.308606699924
3,107,0.6
3,108,0.848668424792
3,109,0.894427191
3,110,0.503952630679
3,111,0.0
3,112,0.0
3,113,0.0
3,114,0.035805743702
3,115,0.433289122413
3,116,0.4472135955
3,117,0.4472135955
3,118,0.0
3,119,0.0
3,120,0.134839972493
3,121,0.0
3,122,0.879049072992
3,123,0.796097939844
3,124,0.458349248514
3,125,0.391292790436
3,126,0.866681661289
3,127,0.0
3,128,0.718421208107
3,129,0.454858826147
3,130,0.0
3,131,0.682788741999
3,132,0.774916949044
3,133,0.64051261522
3,134,0.501485887377
3,135,0.786357099493
3,136,0.864098759788
3,137,0.213200716356
3,138,0.0
3,139,0.699854212224
3,140,0.408248290464
3,141,0.682242292338
3,142,0.833493574337
3,143,0.797724035217
3,144,0.0
3,145,0.0
3,146,0.828078671211
3,147,0.0
3,148,0.54554472559
3,149,0.500979432868
3,150,0.77138921584
3,151,0.824786098842
3,152,0.839921051132
3,153,0.0
3,154,0.0
4,5,0.363136519601
4,6,0.816026113253
4,7,0.277350098113
4,8,0.0
4,9,0.524142418361
4,10,0.880704845928
4,11,0.258198889747
4,12,0.156385810543
4,13,0.119522860933
4,14,0.35634832255
4,15,0.0
4,16,0.0
4,17,0.503952630679
4,18,0.0
4,19,0.120385853086
4,20,0.416025147169
4,21,0.308606699924
4,22,0.905821627316
4,23,0.588348405415
4,24,0.160128153805
4,25,0.462910049886
4,26,0.0
4,27,0.494871659305
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.3585685828
4,33,0.0
4,34,0.0
4,35,0.451848057058
4,36,0.717137165601
4,37,0.604487721468
4,38,0.671442387258
4,39,0.0
4,40,0.825120403834
4,41,0.936329177569
4,42,0.0681466275636
4,43,0.104257207029
4,44,0.606091526731
4,45,0.480384461415
4,46,0.0
4,47,0.0
4,48,0.372104203768
4,49,0.406557814091
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.230940107676
4,54,0.148249863332
4,55,0.0
4,56,0.435194139889
4,57,0.110207753756
4,58,0.77151674981
4,59,0.383325939
4,60,0.469776175612
4,61,0.588348405415
4,62,0.124034734589
4,63,0.409945795875
4,64,0.0
4,65,0.178174161275
4,66,0.480384461415
4,67,0.0852802865422
4,68,0.544949260913
4,69,0.433860915637
4,70,0.700140042014
4,71,0.250872603002
4,72,0.339683110243
4,73,0.0
4,74,0.801783725737
4,75,0.654653670708
4,76,0.0
4,77,0.0
4,78,0.653197264742
4,79,0.0727392967453
4,80,0.207019667803
4,81,0.624037720753
4,82,0.588348405415
4,83,0.54554472559
4,84,0.0
4,85,0.0
4,86,0.0
4,87,0.412568498504
4,88,0.763762615826
4,89,0.703731550549
4,90,0.506369683542
4,91,0.71818484646
4,92,0.19364916731
4,93,0.5
4,94,0.0
4,95,0.496138938357
4,96,0.822345620229
4,97,0.348155311911
4,98,0.0
4,99,0.0
4,100,0.230769230769
4,101,0.492216829895
4,102,0.280056016806
4,103,0.0
4,104,0.513552591013
4,105,0.727606875109
4,106,0.444749589997
4,107,0.0
4,108,0.0
4,109,0.462910049886
4,110,0.0
4,111,0.0
4,112,0.0
4,113,0.0
4,114,0.266485445669
4,115,0.306785995539
4,116,0.588348405415
4,117,0.0
4,118,0.679366220487
4,119,0.0
4,120,0.0
4,121,0.358758823465
4,122,0.480384461415
4,123,0.885270412757
4,124,0.462910049886
4,125,0.169030850946
4,126,0.75104094429
4,127,0.373001923296
4,128,0.588348405415
4,129,0.0
4,130,0.383325939
4,131,0.22360679775
4,132,0.877268926613
4,133,0.53218115639
4,134,0.318596546432
4,135,0.0
4,136,0.566946709514
4,137,0.73029674334
4,138,0.244948974278
4,139,0.0
4,140,0.763541715571
4,141,0.790569415042
4,142,0.807572853087
4,143,0.316227766017
4,144,0.632455532034
4,145,0.0
4,146,0.564076074818
4,147,0.0
4,148,0.469668218314
4,149,0.0
4,150,0.656789577429
4,151,0.233549683248
4,152,0.0
4,153,0.0
4,154,0.0
5,6,0.408248290464
5,7,0.57735026919
5,8,0.0
5,9,0.5
5,10,0.0
5,11,0.0
5,12,0.350070021007
5,13,0.0
5,14,0.0
5,15,0.632455532034
5,16,0.0
5,17,0.429197537639
5,18,0.533113989983
5,19,0.0
5,20,0.258198889747
5,21,0.67082039325
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.316227766017
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.381385035698
5,33,0.277350098113
5,34,0.174077655956
5,35,0.229415733871
5,36,0.282842712475
5,37,0.0
5,38,0.181818181818
5,39,0.0
5,40,0.0347524023428
5,41,0.0741249316661
5,42,0.0357828133482
5,43,0.0870388279778
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.534522483825
5,49,0.19867985356
5,50,0.0
5,51,0.141421356237
5,52,0.57735026919
5,53,0.568535243615
5,54,0.190692517849
5,55,0.0
5,56,0.348155311911
5,57,0.0404226041727
5,58,0.416025147169
5,59,0.22360679775
5,60,0.0
5,61,0.316227766017
5,62,0.4472135955
5,63,0.100503781526
5,64,0.0
5,65,0.487950036474
5,66,0.0
5,67,0.400891862869
5,68,0.661437827766
5,69,0.38490017946
5,70,0.514495755428
5,71,0.106600358178
5,72,0.272165526976
5,73,0.288675134595
5,74,0.301511344578
5,75,0.0
5,76,0.426401432711
5,77,0.0
5,78,0.182574185835
5,79,0.0
5,80,0.176776695297
5,81,0.158113883008
5,82,0.632455532034
5,83,0.0
5,84,0.632455532034
5,85,0.452910813658
5,86,0.272727272727
5,87,0.0
5,88,0.077151674981
5,89,0.0
5,90,0.0
5,91,0.312771621086
5,92,0.0
5,93,0.32025630761
5,94,0.615457454897
5,95,0.36514837167
5,96,0.0
5,97,0.703526470681
5,98,0.603022689156
5,99,0.0
5,100,0.143222974808
5,101,0.0
5,102,0.442268981336
5,103,0.182574185835
5,104,0.4472135955
5,105,0.0
5,106,0.0
5,107,0.0
5,108,0.666666666667
5,109,0.387298334621
5,110,0.0
5,111,0.0
5,112,0.0
5,113,0.479463301485
5,114,0.121045506534
5,115,0.516397779494
5,116,0.67082039325
5,117,0.25
5,118,0.316227766017
5,119,0.0
5,120,0.4
5,121,0.285714285714
5,122,0.22360679775
5,123,0.0
5,124,0.204124145232
5,125,0.0
5,126,0.0
5,127,0.433012701892
5,128,0.0
5,129,0.0
5,130,0.0
5,131,0.0
5,132,0.265165042945
5,133,0.0
5,134,0.102868899975
5,135,0.0
5,136,0.4472135955
5,137,0.0
5,138,0.0716114874039
5,139,0.0
5,140,0.227921152919
5,141,0.0
5,142,0.0
5,143,0.0793051585718
5,144,0.171498585143
5,145,0.106600358178
5,146,0.0
5,147,0.0
5,148,0.166666666667
5,149,0.0
5,150,0.22360679775
5,151,0.0
5,152,0.0
5,153,0.150755672289
5,154,0.166666666667
6,7,0.169030850946
6,8,0.560112033611
6,9,0.408248290464
6,10,1.0
6,11,0.0
6,12,0.0
6,13,0.030776516014
6,14,0.0
6,15,0.0
6,16,0.278543007266
6,17,0.404145188433
6,18,0.0
6,19,0.0
6,20,0.6
6,21,0.0
6,22,0.5
6,23,0.204124145232
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.639602149067
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.22360679775
6,33,0.0
6,34,0.0
6,35,0.182574185835
6,36,0.0
6,37,0.444949208315
6,38,0.766964988847
6,39,0.316227766017
6,40,0.893010836681
6,41,0.823329307422
6,42,0.0845154254729
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.707106781187
6,48,0.0
6,49,0.683130051064
6,50,0.57735026919
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0690065559342
6,56,0.0990147542977
6,57,0.0
6,58,0.0331496772066
6,59,0.0
6,60,0.294174202707
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.176776695297
6,66,0.0
6,67,0.22360679775
6,68,0.7126966451
6,69,0.53033008589
6,70,0.138013111868
6,71,0.13130643286
6,72,0.0802572353905
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.714434508312
6,79,0.408248290464
6,80,0.0
6,81,0.0
6,82,0.0
6,83,0.150755672289
6,84,0.0392232270276
6,85,0.0
6,86,0.0
6,87,0.539359889971
6,88,0.731925054711
6,89,0.744452764964
6,90,0.860662965824
6,91,0.424264068712
6,92,0.534522483825
6,93,0.0
6,94,0.57735026919
6,95,0.0
6,96,0.77138921584
6,97,0.566946709514
6,98,0.0
6,99,0.0
6,100,0.235702260396
6,101,0.0
6,102,0.6
6,103,0.316227766017
6,104,0.292770021885
6,105,0.0
6,106,0.0
6,107,0.0
6,108,0.0
6,109,0.0
6,110,0.0
6,111,0.0755928946018
6,112,0.0
6,113,0.451753951453
6,114,0.194028500029
6,115,0.295656197995
6,116,0.0
6,117,0.0
6,118,0.0
6,119,0.707106781187
6,120,0.160128153805
6,121,0.0805822964025
6,122,0.0
6,123,0.766032346285
6,124,0.57735026919
6,125,0.267261241912
6,126,0.614940046268
6,127,0.0
6,128,0.235702260396
6,129,0.57735026919
6,130,0.167248402001
6,131,0.666666666667
6,132,0.633685478667
6,133,0.0
6,134,0.0
6,135,0.353553390593
6,136,0.0
6,137,0.5
6,138,0.0
6,139,0.57735026919
6,140,0.0
6,141,0.941513083524
6,142,0.693687975619
6,143,0.707106781187
6,144,0.0
6,145,0.0
6,146,0.0
6,147,0.0
6,148,0.353553390593
6,149,0.566138517072
6,150,0.636396103068
6,151,0.0
6,152,0.0
6,153,0.0
6,154,0.0
7,8,0.0
7,9,0.845154254729
7,10,0.707106781187
7,11,0.333333333333
7,12,0.140028008403
7,13,0.0365392047621
7,14,0.436435780472
7,15,0.0
7,16,0.0693375245282
7,17,0.068041381744
7,18,0.25
7,19,0.22360679775
7,20,0.452910813658
7,21,0.288675134595
7,22,0.57735026919
7,23,0.0
7,24,0.462910049886
7,25,0.408248290464
7,26,0.0
7,27,0.353553390593
7,28,0.4472135955
7,29,0.0
7,30,0.408248290464
7,31,0.333333333333
7,32,0.0
7,33,0.353553390593
7,34,0.353553390593
7,35,0.0
7,36,0.0
7,37,0.37267799625
7,38,0.424264068712
7,39,0.0
7,40,0.642057883124
7,41,0.65563003765
7,42,0.0
7,43,0.246182981959
7,44,0.0
7,45,0.0
7,46,0.5
7,47,0.750478774386
7,48,0.0
7,49,0.569802882298
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.103142124626
7,54,0.144337567297
7,55,0.292770021885
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.4472135955
7,61,0.4472135955
7,62,0.516397779494
7,63,0.416025147169
7,64,0.408248290464
7,65,0.292770021885
7,66,0.0
7,67,0.353553390593
7,68,0.436435780472
7,69,0.629940788349
7,70,0.433012701892
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.5
7,75,0.0
7,76,0.400891862869
7,77,0.0
7,78,0.421637021356
7,79,0.316227766017
7,80,0.0
7,81,0.0227980376294
7,82,0.0
7,83,0.0762492851663
7,84,0.0
7,85,0.288675134595
7,86,0.0
7,87,0.0
7,88,0.707106781187
7,89,0.629940788349
7,90,0.544331053952
7,91,0.707106781187
7,92,0.0
7,93,0.3585685828
7,94,0.0
7,95,0.57735026919
7,96,0.36514837167
7,97,0.455842305839
7,98,0.0727392967453
7,99,0.0
7,100,0.0
7,101,0.433860915637
7,102,0.0
7,103,0.0
7,104,0.39070190053
7,105,0.25
7,106,0.596284794
7,107,0.0
7,108,0.0
7,109,0.0
7,110,0.0
7,111,0.0
7,112,0.0
7,113,0.0445435403187
7,114,0.162221421131
7,115,0.105279360952
7,116,0.0
7,117,0.0
7,118,0.0
7,119,0.112154430818
7,120,0.0
7,121,0.0
7,122,0.494974746831
7,123,0.580947501931
7,124,0.0
7,125,0.0
7,126,0.666666666667
7,127,0.569494797451
7,128,0.0
7,129,0.0
7,130,0.0
7,131,0.0
7,132,0.5
7,133,0.258198889747
7,134,0.66436383883
7,135,0.288675134595
7,136,0.57735026919
7,137,0.408248290464
7,138,0.0
7,139,0.5
7,140,0.0
7,141,0.22360679775
7,142,0.0
7,143,0.19245008973
7,144,0.408248290464
7,145,0.0
7,146,0.288675134595
7,147,0.316227766017
7,148,0.408248290464
7,149,0.0
7,150,0.516397779494
7,151,0.0
7,152,0.0
7,153,0.57735026919
7,154,0.0
8,9,0.0
8,10,0.0
8,11,0.560112033611
8,12,0.117851130198
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0412393049421
8,17,0.068041381744
8,18,0.0
8,19,0.308606699924
8,20,0.35634832255
8,21,0.0731272424127
8,22,0.68599434057
8,23,0.0
8,24,0.065795169496
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.68599434057
8,29,0.560112033611
8,30,0.0
8,31,0.232495277488
8,32,0.166666666667
8,33,0.617213399848
8,34,0.166666666667
8,35,0.229415733871
8,36,0.701646415446
8,37,0.0
8,38,0.0
8,39,0.68599434057
8,40,0.747309681991
8,41,0.0
8,42,0.153392997769
8,43,0.0720749970156
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.490716492066
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.855920985022
8,54,0.0
8,55,0.0
8,56,0.165395353926
8,57,0.032686022523
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.140028008403
8,62,0.150755672289
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.150755672289
8,68,0.0833333333333
8,69,0.208514414057
8,70,0.0
8,71,0.133333333333
8,72,0.104257207029
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.205737799949
8,77,0.0
8,78,0.639602149067
8,79,0.0
8,80,0.123091490979
8,81,0.0
8,82,0.105851224805
8,83,0.323380833382
8,84,0.0
8,85,0.0462250163521
8,86,0.0870388279778
8,87,0.0
8,88,0.64729071525
8,89,0.403786426544
8,90,0.576390417704
8,91,0.792405815693
8,92,0.0
8,93,0.154303349962
8,94,0.0
8,95,0.0
8,96,0.0514344499874
8,97,0.428571428571
8,98,0.0
8,99,0.872871560944
8,100,0.0
8,101,0.0
8,102,0.0
8,103,0.0
8,104,0.0
8,105,0.509979080682
8,106,0.0
8,107,0.114707866935
8,108,0.0845154254729
8,109,0.0
8,110,0.178174161275
8,111,0.0
8,112,0.0
8,113,0.044280744277
8,114,0.0514344499874
8,115,0.0
8,116,0.108465228909
8,117,0.0
8,118,0.216930457819
8,119,0.0870388279778
8,120,0.07453559925
8,121,0.190885428893
8,122,0.0
8,123,0.281220495911
8,124,0.150755672289
8,125,0.0589255650989
8,126,0.705773873722
8,127,0.0
8,128,0.29488391231
8,129,0.0
8,130,0.0
8,131,0.206835075998
8,132,0.078386180167
8,133,0.290190500044
8,134,0.0
8,135,0.66769786089
8,136,0.894427191
8,137,0.166666666667
8,138,0.0
8,139,0.0
8,140,0.0
8,141,0.41502867832
8,142,0.340502612303
8,143,0.342997170285
8,144,0.693687975619
8,145,0.0
8,146,0.0
8,147,0.0
8,148,0.186052101884
8,149,0.555936987496
8,150,0.0629940788349
8,151,0.0
8,152,0.0
8,153,0.0
8,154,0.166666666667
9,10,0.707106781187
9,11,0.288675134595
9,12,0.136082763488
9,13,0.0368354734342
9,14,0.866025403784
9,15,0.0
9,16,0.0351364184463
9,17,0.733333333333
9,18,0.267261241912
9,19,0.267261241912
9,20,0.589255650989
9,21,0.5
9,22,0.5
9,23,0.288675134595
9,24,0.646996639221
9,25,0.0
9,26,0.0
9,27,0.654653670708
9,28,0.0
9,29,0.301511344578
9,30,0.408248290464
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.22360679775
9,35,0.0
9,36,0.0
9,37,0.490990253031
9,38,0.738548945876
9,39,0.0
9,40,0.746003846592
9,41,0.612056372482
9,42,0.310252613997
9,43,0.348155311911
9,44,0.0
9,45,0.0
9,46,0.5
9,47,0.0
9,48,0.0
9,49,0.65795169496
9,50,0.5
9,51,0.0
9,52,0.0
9,53,0.0880450906326
9,54,0.0912870929175
9,55,0.115470053838
9,56,0.0909090909091
9,57,0.0
9,58,0.077151674981
9,59,0.0
9,60,0.3585685828
9,61,0.0
9,62,0.333333333333
9,63,0.319801074533
9,64,0.0
9,65,0.19245008973
9,66,0.0
9,67,0.182574185835
9,68,0.565685424949
9,69,0.308606699924
9,70,0.240192230708
9,71,0.150755672289
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.518874521663
9,79,0.166666666667
9,80,0.2
9,81,0.280056016806
9,82,0.0
9,83,0.218217890236
9,84,0.0
9,85,0.0
9,86,0.0
9,87,0.408248290464
9,88,0.667124384995
9,89,0.801783725737
9,90,0.4472135955
9,91,0.168168198499
9,92,0.134839972493
9,93,0.19245008973
9,94,0.0
9,95,0.57735026919
9,96,0.676123403783
9,97,0.0
9,98,0.0
9,99,0.0
9,100,0.25
9,101,0.529812942826
9,102,0.0
9,103,0.0
9,104,0.257247877714
9,105,0.0
9,106,0.425628265379
9,107,0.0
9,108,0.0
9,109,0.0
9,110,0.0
9,111,0.0
9,112,0.0
9,113,0.643119694284
9,114,0.0727392967453
9,115,0.318142381488
9,116,0.0
9,117,0.0
9,118,0.0
9,119,0.333333333333
9,120,0.0
9,121,0.0690065559342
9,122,0.57735026919
9,123,0.645182270836
9,124,0.185695338177
9,125,0.0
9,126,0.734968415259
9,127,0.412568498504
9,128,0.333333333333
9,129,0.353553390593
9,130,0.188982236505
9,131,0.0
9,132,0.736351739101
9,133,0.316227766017
9,134,0.214422506968
9,135,0.0
9,136,0.0
9,137,0.408248290464
9,138,0.0
9,139,0.0
9,140,0.204124145232
9,141,0.783929495902
9,142,0.522232967867
9,143,0.755928946018
9,144,0.209656967344
9,145,0.0
9,146,0.0
9,147,0.0
9,148,0.416666666667
9,149,0.0928476690885
9,150,0.733799385705
9,151,0.0
9,152,0.138675049056
9,153,0.408248290464
9,154,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.172132593165
10,17,0.129099444874
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.693375245282
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.1490711985
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.575766314849
10,38,0.866025403784
10,39,0.277350098113
10,40,0.909064822894
10,41,0.952661023245
10,42,0.44513190726
10,43,0.0
10,44,0.0
10,45,0.204124145232
10,46,0.0
10,47,0.0
10,48,0.0
10,49,0.651338947279
10,50,0.0
10,51,0.0
10,52,0.0
10,53,0.0
10,54,0.948683298051
10,55,0.0
10,56,0.0
10,57,0.0
10,58,0.176776695297
10,59,0.0
10,60,0.464238345443
10,61,0.0
10,62,0.0
10,63,0.109108945118
10,64,0.0
10,65,0.170388550274
10,66,0.0
10,67,0.188982236505
10,68,0.0
10,69,0.516397779494
10,70,0.0
10,71,0.703526470681
10,72,0.0
10,73,0.0
10,74,0.0
10,75,0.0
10,76,0.0
10,77,0.0
10,78,0.747264717757
10,79,0.0
10,80,0.480384461415
10,81,0.0
10,82,0.0
10,83,0.0
10,84,0.0
10,85,0.0
